bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,objective_density_ratio,objective_main,objective_total,objective_uniformity,poisson_residual_norm,pp,pp0,series.llcoil,series.min_gap_effective,series.nncoil,series.nncoil_effective,series.pitch_effective,series.rrc,series.rrce,series.zzc,trial,value,warnings
0.0,0.7360489606882488,9.716443061828613,0.43125941367422843,1.1465301844290319,1.1465301844290319,0.4944519350966693,0.027693476527929306,2173.0373887361648,0.03464725079261953,0.8089784782003888,3.233396757615829,3.7165323569381687,4.0,4.042375235816218,7.529439837939198,23.69894078120407,4.790914802165835,37,1.1465301844290319,ood:cond:pp:2173.04 outside [505.725,2097.14]
0.0,0.8083083284403648,11.078527450561523,0.5572124037562259,0.9580222272828881,0.9580222272828881,0.5338218681161915,0.029888208955526352,1985.1213064929766,0.04545995951097923,1.1334826034623469,3.4891424812865965,2.5185062440360753,3.0,4.622625084748943,7.618456804847905,21.486332059094735,4.099038287945879,38,0.9580222272828881,
0.0,0.7050201694118009,7.44502592086792,0.31387062417078104,1.4748759362852075,1.4748759362852075,0.46292023069630317,0.023938996717333794,636.6097377269323,0.06795931390020961,1.2567086070913378,6.950298194233842,2.8023060579560104,3.0,8.20700680132518,2.9559622380203434,27.576982641995883,1.448389421685254,39,1.4748759362852075,
0.0,0.7433971646132133,9.485942840576172,0.3759484701589925,1.2712590408566862,1.2712590408566862,0.47792789158585935,0.027630515396595,1760.1285774956282,0.03529156151330269,0.663596001271544,2.7128678650977656,5.803848213692808,6.0,3.3764638663693094,4.49444841575858,24.753231613974435,1.829336737651281,40,1.2712590408566862,
0.0,0.9061145268327517,18.42714500427246,1.0645437528546882,0.44983523433759215,0.44983523433759215,0.4788692885280084,0.02810458093881607,2554.1025120172717,0.08148244510557992,1.367876424163315,2.998441075876203,3.158626634542442,3.0,4.366317500039518,7.01216925293279,20.111121753051343,1.3898870384759843,41,0.44983523433759215,ood:cond:pp:2554.1 outside [505.725,2097.14]
0.0,0.7513969858945753,8.653064727783203,0.3897576845487961,1.2887363363366002,1.2887363363366002,0.5022948904444519,0.0279223695397377,1804.342115234564,0.03523088457569867,1.4867155301720882,1.0790943716361876,4.6325393840271945,5.0,2.565809901808276,9.378610500118508,22.207660009159888,3.170424509221734,42,1.2887363363366002,
0.0,0.6930972686732726,8.732635498046875,0.558918691682798,0.7389734146124153,0.7389734146124153,0.413026054083541,0.026824453845620155,1449.784316481463,0.06807979566764327,1.244202103848378,3.668534713790901,4.876877916676373,5.0,4.912736817639279,4.200329305637208,28.7640133938336,1.8867675719522619,43,0.7389734146124153,
0.0,0.7830911867025607,10.521374702453613,1.0339612061465515,0.43656150236052343,0.43656150236052343,0.4513876575378374,0.029432281851768494,1959.7538630896597,0.09426405979105104,1.2885997581925999,3.6145096873692424,2.699412330543017,3.0,4.903109445561842,8.367038303926769,23.076366640612296,1.5879221485699824,44,0.43656150236052343,
0.0,0.7756983756695309,10.124156951904297,0.38943537665571915,1.3235636180749453,1.3235636180749453,0.5154424961328227,0.028423288837075233,1437.8315468110447,0.043793018206019683,1.3882793630701746,3.111799989123541,4.4052132762582294,4.0,4.5000793521937155,4.60089553689042,22.60121294566528,4.474778287638671,45,1.3235636180749453,
0.0,1.0532519280444383,19.49578857421875,0.021419052766872566,20.952317127069836,20.952317127069836,0.44877878613295663,0.024531487375497818,598.7252164591849,0.014698315427255755,1.4363036057021694,2.1974713645657693,4.7917311717555675,5.0,3.6337749702679387,7.522759118081564,25.691633969421257,0.42485683413798436,46,20.952317127069836,
